ObjectID,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
378903,Bob's Too Catering,Truck,200201,03RD ST: CUSTER AVE to PHELPS ST (3600 - 3648) -- WEST --,3600 03RD ST,5217001,5217,001,12MFF-0103,EXPIRED,Cold Truck: sandwiches: snacks: pastries: candy: cold drinks: and hot drinks,6015767.626,2098953.342,37.7442115721766,-122.388129592898,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0103&ExportPDF=1&Filename=12MFF-0103_schedule.pdf,,06/25/2012 12:47:30 PM,Jun 25 2012 12:41PM,1,03/15/2013 12:00:00 AM,[37.744211585992,-122.388129592888]
427924,Park's Catering,Truck,202101,03RD ST: EVANS AVE to FAIRFAX AVE (3801 - 3899) -- EAST --,3801 03RD ST,5242002,5242,002,13MFF-0072,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6015841.555,2097791.762,37.7410262077887,-122.387792927994,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0072&ExportPDF=1&Filename=13MFF-0072_schedule.pdf,,04/04/2013 08:44:08 AM,Mar 15 2013 10:24AM,1,03/15/2014 12:00:00 AM,[37.7410262216072,-122.387792927984]
429253,Your Community Foods,Truck,214201,03RD ST: QUESADA AVE to BAY VIEW ST \ REVERE AVE (5000 - 5098) -- WEST --,5048 03RD ST,5338006,5338,006,13MFF-0094,REQUESTED,Wraps: Sandwiches: Chicken Wings: Fries: Lemonade: Juices,6014631.704,2094818.262,37.7327944920286,-122.391768324832,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0094&ExportPDF=1&Filename=13MFF-0094_schedule.pdf,,,Mar 22 2013  3:27PM,0,,[37.7327945058551,-122.391768324822]
427961,Bach Catering,Truck,223201,03RD ST: ARMSTRONG AVE to BANCROFT AVE (5600 - 5698) -- WEST --,5600 03RD ST,5421003,5421,003,13MFF-0075,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0075&ExportPDF=1&Filename=13MFF-0075_schedule.pdf,,03/26/2013 10:05:29 AM,Mar 15 2013 11:49AM,1,03/15/2014 12:00:00 AM,
434606,May Sun Kitchen,Truck,226201,03RD ST: EGBERT AVE to FITZGERALD AVE (6000 - 6170) -- WEST --,6000 03RD ST,5431A001U,5431A,001U,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6013371.112,2091633.565,37.7239799038929,-122.395903454913,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7239799177279,-122.395903454903]
426106,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,24892000,04TH ST: ELLIS ST \ MARKET ST \ STOCKTON ST intersection,800 MARKET ST,0329001,0329,001,13MFF-0025,REQUESTED,Soft pretzels: hot dogs: sausages: chips: popcorn: sodea: coffee: espresso: cappucino: pastries: ice cream: Italian sausages: shish-ka-bob: churros: juice: water: various drinks.,6010729.654,2114081.536,37.7854697464899,-122.406615761073,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0025&ExportPDF=1&Filename=13MFF-0025_schedule.pdf,,,Mar  6 2013  9:05AM,1,03/15/2014 12:00:00 AM,[37.7854697602654,-122.406615761063]
427850,"Off the Grid Services, LLC",Truck,254000,04TH ST: HOWARD ST to CLEMENTINA ST (200 - 267),250 04TH ST,3733008,3733,008,13MFF-0066,APPROVED,everything except for hot dogs,6012012.497,2112922.911,37.7823601210175,-122.402095994563,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0066&ExportPDF=1&Filename=13MFF-0066_schedule.pdf,,05/01/2013 05:01:43 PM,Mar 14 2013  3:04PM,0,03/15/2014 12:00:00 AM,[37.782360134796,-122.402095994553]
438417,Steve's Mobile Deli,Truck,258000,04TH ST: CLARA ST to HARRISON ST \ I-80 W ON RAMP (368 - 427),390 04TH ST,3752011A,3752,011A,13MFF-0104,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6012592.22,2112350.039,37.7808194869995,-122.400050152139,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0104&ExportPDF=1&Filename=13MFF-0104_schedule.pdf,,06/11/2013 01:06:30 PM,Apr 18 2013  9:15AM,1,03/15/2014 12:00:00 AM,[37.7808195007795,-122.400050152129]
336083,"Kabob Trolley, LLC",Push Cart,267001,04TH ST: TOWNSEND ST to KING ST (700 - 799),298 KING ST,8702606,8702,606,11MFF-0150,APPROVED,Gyros: Kebobs: refreshments and dessert,6014485.063,2111154.518,37.7776422098627,-122.393418145516,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0150&ExportPDF=1&Filename=11MFF-0150_schedule.pdf,,03/06/2013 03:10:41 PM,Aug 12 2011 12:38PM,0,03/15/2014 12:00:00 AM,[37.7776422236457,-122.393418145507]
429004,Betty McGee Creole,Truck,19983000,04TH ST: MISSION ROCK ST to CHINA BASIN ST (1200 - 1299),1201 04TH ST,8711028,8711,028,13MFF-0090,APPROVED,Cajun: PoBoy Sandwiches: Salmon: Shrimp: Catfish: Oysters: Sausages: Gumbo: Fries: Salad: Pies: Cookies: Cake: Chips: Beignets: Waffles: Beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0090&ExportPDF=1&Filename=13MFF-0090_schedule.pdf,,03/27/2013 03:57:31 PM,Mar 21 2013  8:50AM,0,03/15/2014 12:00:00 AM,
428105,May Catering,Truck,19984000,04TH ST: CHINA BASIN ST to MISSION BAY BLVD (1300 - 1399),1322 04TH ST,1758 035,1758,035,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,5994967.667,2106540.921,37.7638707601661,-122.460600563879,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7638707739625,-122.460600563868]
426313,DO UC US Mobile Catering,Truck,19986000,04TH ST: MISSION BAY BLVD to NELSON RISING LN (1400 - 1499),1420 04TH ST,8716001,8716,001,13MFF-0033,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015098.414,2108321.616,37.7698977488961,-122.391098279635,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0033&ExportPDF=1&Filename=13MFF-0033_schedule.pdf,,03/08/2013 10:20:17 AM,Mar  8 2013 10:11AM,1,03/15/2014 12:00:00 AM,[37.7698977626866,-122.391098279625]
425927,Subs on Hubs,Truck,302000,05TH ST: HARRISON ST \ I-80 W OFF RAMP to PERRY ST (400 - 449),400 05TH ST,3760001,3760,001,13MFF-0022,REQUESTED,Italian subs: Cuban sandwich: Gyro,6012059.645,2111592.733,37.7787103919009,-122.40183935033,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0022&ExportPDF=1&Filename=13MFF-0022_schedule.pdf,,,Mar  4 2013  3:20PM,0,03/15/2014 12:00:00 AM,[37.7787104056829,-122.40183935032]
428000,Eva's Catering,Truck,305000,05TH ST: WELSH ST to BRANNAN ST (530 - 599),530 05TH ST,3778001B,3778,001B,13MFF-0078,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6012502.558,2110915.797,37.7768763887765,-122.400259575202,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0078&ExportPDF=1&Filename=13MFF-0078_schedule.pdf,,03/27/2013 02:44:50 PM,Mar 15 2013  1:12PM,1,03/15/2014 12:00:00 AM,[37.7768764025604,-122.400259575192]
427211,Linda's Catering,Truck,358000,07TH AVE: LINCOLN WAY to HUGO ST (1200 - 1246),1219 07TH AVE,1743003,1743,003,13MFF-0038,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,5993824.943,2107157.162,37.7654969876192,-122.464597619571,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0038&ExportPDF=1&Filename=13MFF-0038_schedule.pdf,,03/25/2013 03:24:25 PM,Mar 11 2013  4:49PM,1,03/15/2014 12:00:00 AM,[37.765497001414,-122.464597619561]
427446,Munch A Bunch,Truck,373000,07TH ST: CLEVELAND ST to HARRISON ST (314 - 399),355 07TH ST,3754 018,3754,018,13MFF-0040,REQUESTED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6010570.267,2110774.843,37.7763814259936,-122.406934051626,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0040&ExportPDF=1&Filename=13MFF-0040_schedule.pdf,,,Mar 12 2013 11:24AM,1,03/15/2014 12:00:00 AM,[37.7763814397779,-122.406934051616]
359587,Walt's Catering,Truck,374002,07TH ST: I-80 E OFF RAMP to BRYANT ST (470 - 499),850 BRYANT ST,3759042,3759,042,12MFF-0037,REQUESTED,Cold Truck: Pre-packaged sandwiches: salads: snacks: fruit: candy: various beverages,6011298.26,2110401.919,37.7753981720879,-122.404389450718,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0037&ExportPDF=1&Filename=12MFF-0037_schedule.pdf,,,Mar  9 2012 12:10PM,1,03/15/2013 12:00:00 AM,[37.7753981858731,-122.404389450708]
428017,F & C Catering,Truck,379000,07TH ST: BERRY ST to CHANNEL ST (851 - 999),900 07TH ST,3807001,3807,001,13MFF-0079,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6012496.24,2108349.269,37.7698289337018,-122.400101143043,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0079&ExportPDF=1&Filename=13MFF-0079_schedule.pdf,,04/30/2013 03:37:27 PM,Mar 15 2013  1:55PM,1,03/15/2014 12:00:00 AM,[37.7698289474925,-122.400101143033]
437200,Natan's Catering,Truck,381000,07TH ST: HOOPER ST to IRWIN ST (1100 - 1199),1140 07TH ST,3820002,3820,002,13MFF-0102,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6012967.316,2107764.443,37.7682493867935,-122.398430650214,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,[37.7682494005857,-122.398430650204]
425929,Subs on Hubs,Truck,412000,08TH ST: FOLSOM ST to RINGOLD ST (300 - 341),333 08TH ST,3755056,3755,056,13MFF-0022,REQUESTED,Italian subs: Cuban sandwich: Gyro,6009851.369,2110277.469,37.7749754998217,-122.409385823194,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0022&ExportPDF=1&Filename=13MFF-0022_schedule.pdf,,,Mar  4 2013  3:20PM,0,03/15/2014 12:00:00 AM,[37.7749755136073,-122.409385823184]
427838,Mini Mobile Food Catering,Truck,414000,08TH ST: HERON ST to HARRISON ST (350 - 399),350 08TH ST,3756003,3756,003,13MFF-0063,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6009763.073,2109812.608,37.7736941524749,-122.409658441356,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0063&ExportPDF=1&Filename=13MFF-0063_schedule.pdf,,03/19/2013 02:01:19 PM,Mar 14 2013  2:35PM,1,03/15/2014 12:00:00 AM,[37.7736941662617,-122.409658441346]
450891,Two G's Catering,Truck,416000,08TH ST: BRYANT ST to BRANNAN ST (500 - 599),599 08TH ST,3780007A,3780,007A,13MFF-0111,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6010905.634,2109124.318,37.7718682257671,-122.405657636251,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0111&ExportPDF=1&Filename=13MFF-0111_schedule.pdf,,05/30/2013 10:06:39 AM,May 30 2013 10:00AM,1,03/15/2014 12:00:00 AM,[37.7718682395557,-122.405657636241]
427627,Sunrise Catering,Truck,417000,08TH ST: BRANNAN ST to TOWNSEND ST (600 - 699),699 08TH ST,3783009,3783,009,13MFF-0058,APPROVED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6011509.501,2108803.834,37.7710219992437,-122.403546254184,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0058&ExportPDF=1&Filename=13MFF-0058_schedule.pdf,,04/12/2013 01:54:59 PM,Mar 13 2013  2:47PM,1,03/15/2014 12:00:00 AM,[37.7710220130332,-122.403546254174]
427619,Sunrise Catering,Truck,446000,09TH ST: LARKIN ST \ MARKET ST to JESSIE ST (1 - 55),55 09TH ST,3701066,3701,066,13MFF-0058,APPROVED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6008215.236,2111083.648,37.7770972696381,-122.415102652747,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0058&ExportPDF=1&Filename=13MFF-0058_schedule.pdf,,04/12/2013 01:54:59 PM,Mar 13 2013  2:47PM,1,03/15/2014 12:00:00 AM,[37.7770972834217,-122.415102652737]
434622,May Sun Kitchen,Truck,489000,10TH ST: SHERIDAN ST to HARRISON ST (350 - 399),380 10TH ST,3520087,3520,087,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6009126.439,2109082.537,37.7716538527335,-122.411809067313,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7716538665224,-122.411809067303]
427616,John's Catering #5,Truck,513000,11TH ST: KISSLING ST to BURNS PL (236 - 276),251 11TH ST,3517015,3517,015,13MFF-0057,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6008438.954,2109403.583,37.7724967778067,-122.414209845167,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0057&ExportPDF=1&Filename=13MFF-0057_schedule.pdf,,03/13/2013 02:46:23 PM,Mar 13 2013  2:15PM,1,03/15/2014 12:00:00 AM,[37.7724967915948,-122.414209845157]
382343,Fish Six Restaurant Corp. dba. The Melt,Truck,515000,11TH ST: FOLSOM ST to HARRISON ST (300 - 399),1489 FOLSOM ST,3520052,3520,052,12MFF-0109,REQUESTED,American Fare: Sandwiches: Soup: Desserts: Various Beverages,6008638.685,2109135.452,37.771771769906,-122.413499986594,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0109&ExportPDF=1&Filename=12MFF-0109_schedule.pdf,,,Jul 27 2012 11:14AM,0,03/15/2012 12:00:00 AM,[37.7717717836948,-122.413499986584]
427831,Mini Mobile Food Catering,Truck,515000,11TH ST: FOLSOM ST to HARRISON ST (300 - 399),355 11TH ST,3520027,3520,027,13MFF-0063,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6008817.805,2109020.872,37.771467215901,-122.41287229421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0063&ExportPDF=1&Filename=13MFF-0063_schedule.pdf,,03/19/2013 02:01:19 PM,Mar 14 2013  2:35PM,1,03/15/2014 12:00:00 AM,[37.7714672296901,-122.4128722942]
425490,Smokin Warehouse Barbecue,Truck,24388000,12TH ST: MISSION ST \ OTIS ST \ SOUTH VAN NESS AVE intersection,1655 MISSION ST,3514119,3514,119,13MFF-0018,APPROVED,BBQ Sandwiches: BBQ lunch platters: sides (corn bread: beans: chili: potato salad: coleslaw): water: sodas: energy drinks: housemade iced tea.,6007105.134,2109091.101,37.771563765136,-122.418801506481,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0018&ExportPDF=1&Filename=13MFF-0018_schedule.pdf,,03/26/2013 10:18:18 AM,Feb 28 2013 11:07AM,0,03/15/2014 12:00:00 AM,[37.7715637789249,-122.418801506471]
427447,Munch A Bunch,Truck,546000,12TH ST: ISIS ST to BERNICE ST (332 - 365),333 12TH ST,3521022,3521,022,13MFF-0040,REQUESTED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6008484.985,2108791.319,37.7708182299993,-122.414007297597,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0040&ExportPDF=1&Filename=13MFF-0040_schedule.pdf,,,Mar 12 2013 11:24AM,1,03/15/2014 12:00:00 AM,[37.770818243789,-122.414007297587]
427607,John's Catering #5,Truck,581000,14TH ST: SHOTWELL ST to SOUTH VAN NESS AVE (139 - 199),164 14TH ST,3530048,3530,048,13MFF-0057,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6007633.112,2108061.068,37.7687652509586,-122.416902205953,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0057&ExportPDF=1&Filename=13MFF-0057_schedule.pdf,,03/13/2013 02:46:23 PM,Mar 13 2013  2:15PM,1,03/15/2014 12:00:00 AM,[37.7687652647502,-122.416902205943]
427954,Daniel's Catering,Truck,25871000,14TH ST: DOLORES ST intersection,2001 MARKET ST,3535001,3535,001,13MFF-0074,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6004679.693,2107959.664,37.7683202495106,-122.427110643955,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0074&ExportPDF=1&Filename=13MFF-0074_schedule.pdf,,03/15/2013 11:24:54 AM,Mar 15 2013 11:21AM,1,03/15/2014 12:00:00 AM,[37.7683202633027,-122.427110643945]
427539,Fins on the Hoof / Saveurs,Truck,24214000,15TH ST: FLORIDA ST intersection,201 ALABAMA ST,3924 006,3924,006,13MFF-0048,APPROVED,Seafood: meats and desserts,6009014.746,2107680.473,37.7677978444915,-122.412096317569,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0048&ExportPDF=1&Filename=13MFF-0048_schedule.pdf,,03/13/2013 10:37:11 AM,Mar 13 2013 10:24AM,0,03/15/2014 12:00:00 AM,[37.7677978582841,-122.412096317559]
428071,May Catering,Truck,697000,16TH ST: 03RD ST to 04TH ST (500 - 599),500 16TH ST,3810007,3810,007,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,
437199,Natan's Catering,Truck,698000,16TH ST: 04TH ST to OWENS ST (600 - 699),600 16TH ST,8718001,8718,001,13MFF-0102,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015149.302,2107435.061,37.7674662871448,-122.390860289431,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,[37.7674663009377,-122.390860289421]
360507,Fisherman Fred's Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),700 16TH ST,8709001,8709,001,12MFF-0067,EXPIRED,Cold Truck: Pre-packaged sandwiches: salads: hot dogs: burgers: beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0067&ExportPDF=1&Filename=12MFF-0067_schedule.pdf,,03/14/2012 12:50:48 PM,Mar 14 2012 12:46PM,1,03/15/2013 12:00:00 AM,
427835,Mini Mobile Food Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),701 16TH ST,8723001,8723,001,13MFF-0063,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0063&ExportPDF=1&Filename=13MFF-0063_schedule.pdf,,03/19/2013 02:01:19 PM,Mar 14 2013  2:35PM,1,03/15/2014 12:00:00 AM,
428065,May Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),Assessors Block 8727/Lot005,8727005,8727,005,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014460.137,2106764.375,37.7655864681473,-122.393197101166,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7655864819421,-122.393197101156]
